name,rate,Mean Rating,cuisines,cost
Rara Avis,3.9,3.52,kerala seafood biryani desserts,400.0
Chillz,3.5,2.93,fast food juices street food,100.0
Sri Lakshmi Curries & Pickles,2.9,2.04,andhra biryani,400.0
Baskin Robbins,3.9,3.22,ice cream,250.0
Royal Chef Naati Oota,4.0,3.67,south indian biryani north indian,500.0
Cafe Hops,3.7,3.22,desserts bakery,300.0
Flow - Terrace Bar & Grill,3.8,3.37,pizza continental north indian chinese,1.0
Ningi Family Restaurant,3.5,2.93,south indian biryani chinese,400.0
Advika Briyani Center,3.4,2.78,biryani,300.0
Sai Jagannath Food and Chats Point,3.8,3.37,south indian chinese,300.0
Joey's,3.7,3.22,chinese fast food,300.0
Sree Krishna Kafe,3.9,3.52,south indian,200.0
Dilish Kitchens,3.7,3.22,north indian chinese,500.0
Daily Bread,3.2,2.48,bakery fast food italian,600.0
Shanmukha,3.1,3.0,biryani seafood chinese charcoal chicken,400.0
Jaganath Restaurant And Hotel,3.2,2.48,north indian,300.0
Thayee Touch,3.6,3.07,north indian chinese south indian,450.0
Eten,3.8,3.37,salad healthy food,600.0
Owl's Kitchen,3.1,2.33,north indian chinese,500.0
Kakal Kai Ruchi,3.9,3.52,south indian north indian chinese,450.0
Hearts Unlock Cafe,3.2,2.48,cafe healthy food,500.0
Blue Berry Restaurant,2.9,2.53,north indian kerala chinese,600.0
Deccan Spice,3.5,2.93,north indian south indian biryani,750.0
Desi Wok,2.7,1.74,north indian chinese,500.0
Namana Garden,2.6,1.59,north indian south indian chinese street food,400.0
Day N Night Kitchen,3.2,2.48,biryani chinese north indian,450.0
Andhra Grills,3.0,2.19,andhra north indian biryani,800.0
Appam Centre,3.2,2.48,kerala,200.0
Sea Horse,3.4,2.78,south indian chinese,400.0
Sang Grail,3.6,3.07,healthy food,300.0
Petoo,3.7,3.39,north indian fast food street food,800.0
Night Panda,2.9,2.04,fast food north indian chinese,500.0
E2 - EntrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©e Envoy,3.5,2.93,chinese north indian biryani,550.0
Aha Juice Bar,3.6,3.07,beverages fast food,200.0
Tandoori Spot,3.5,2.93,north indian chinese,500.0
Night Hunger,3.1,2.33,north indian,350.0
Chicken Dera,3.0,2.19,mughlai kebab biryani,400.0
Cocoa 'n' CrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¨me,3.5,2.93,bakery desserts,250.0
Thirsty Tiger,3.5,2.93,continental finger food,1.3
Bay Root,3.7,3.22,north indian arabian,400.0
BTM Cakes,3.3,2.63,bakery desserts,400.0
Spicy World,3.4,2.78,north indian,200.0
Shiv Sagar,3.6,2.66,south indian beverages,400.0
Kamat Swaad,3.9,3.52,south indian north indian chinese,400.0
Ishta Cafe,3.9,3.52,pizza south indian healthy food,200.0
Combo Studio,3.1,2.33,north indian biryani chinese,500.0
Tastte!!,3.7,3.22,biryani north indian chinese,450.0
Kanhaiyas,3.6,3.07,south indian,150.0
Juice Lounge,3.1,2.33,beverages healthy food,250.0
Tandoor Nation,3.0,2.19,north indian chinese,400.0
Indian Kitchen Eateries-IKE,3.4,2.78,fast food,150.0
The Little Kitchen,3.4,2.78,chinese north indian,300.0
Diya's Findish,3.3,2.63,north indian chinese bengali,500.0
Laa Raiba Restaurant,3.3,2.63,kerala chinese south indian,300.0
Bhavani Upahara,3.3,2.63,south indian,250.0
Sampoorna,3.6,3.07,chinese north indian,600.0
Cafe Mist,3.8,3.37,cafe american continental italian,500.0
Fat Chef Biryani Wale,3.3,2.63,biryani north indian,400.0
Kesar Restaurant,3.6,3.07,north indian chinese south indian,200.0
Chawla's 2 Online.com,3.5,2.93,north indian,800.0
Namma Halli Jonne Biryani,3.3,2.63,biryani,300.0
The Biriyani Factory,3.1,2.33,north indian biryani,500.0
Insta Cafe,2.9,2.04,cafe continental pizza italian beverages,400.0
Natural Ice Cream,4.3,4.16,ice cream desserts,150.0
Amma's Pastries,4.0,3.41,bakery,400.0
Anand Sweets and Savouries,4.1,3.44,mithai street food,400.0
Bread Crumbs Bakery,4.0,3.67,desserts bakery,250.0
Butterly,3.9,3.52,cafe bakery beverages,450.0
Cakes By M,3.4,2.78,bakery,500.0
Cakebuy,3.9,3.52,desserts,350.0
Polar Bear,3.9,3.47,ice cream desserts beverages sandwich,400.0
World on a Swirl,3.8,3.37,ice cream desserts rolls,300.0
Waffle Walle,4.4,4.19,desserts belgian beverages,500.0
WAFL,3.9,3.52,cafe fast food desserts beverages,400.0
Cold Stone Creamery,3.9,3.52,ice cream desserts,400.0
Flavorsome Bakes,4.0,3.67,bakery desserts,800.0
Bake-ooh,3.7,3.22,bakery,350.0
Cafe Arabica,3.8,3.37,cafe bakery,700.0
Krispy Kreme,3.7,3.44,desserts beverages,300.0
Smoor,3.6,3.07,desserts cafe beverages,900.0
Kanti Sweets,3.5,3.54,mithai street food,400.0
Keventers,3.8,3.3,desserts beverages ice cream,400.0
Baskin Robbins,3.6,3.22,ice cream desserts,250.0
Lassi Shop,3.7,3.26,beverages ice cream,200.0
L J Iyengar Bakery,3.2,2.48,bakery,100.0
Ice Bowl,3.4,2.78,desserts beverages,250.0
Just Bake,3.2,2.48,bakery desserts,400.0
Big Mishra Pedha,3.3,2.27,mithai desserts fast food,300.0
Sweet Chariot,2.8,1.89,bakery desserts fast food,500.0
The French Loaf,2.9,2.04,bakery desserts sandwich,400.0
Bikaneri Sweets,3.4,2.78,mithai street food,250.0
Sweet Truth,4.1,3.52,bakery desserts,500.0
K.C Das,3.4,2.78,mithai street food,200.0
TFI - The Fresh Ice Cream,3.2,2.48,ice cream beverages,400.0
Mad Over Donuts,3.1,2.33,bakery desserts beverages,450.0
Antilla Aromas,3.7,3.22,desserts ice cream,300.0
Chef Baker's,3.6,3.07,bakery,450.0
Mist n Creams,3.6,3.15,ice cream,400.0
Mr Gola,3.4,2.78,desserts,100.0
Cake-O-Mania,3.4,2.78,bakery desserts,300.0
The Chocolatiers,3.5,2.93,desserts,150.0
Cafe Indiana,3.5,2.93,fast food desserts,600.0
Frosty Creams,3.7,3.22,ice cream desserts,300.0
Cafe Choco Craze,3.7,3.22,cafe fast food desserts,400.0
Squeez Juice Bars,3.1,2.33,ice cream juices,250.0
Kulfi Adda,3.4,2.78,ice cream desserts,150.0
The Sandesh Factory,3.2,2.48,mithai desserts,150.0
Cafe Coffee Day,3.7,2.7,cafe fast food,900.0
Multi Cakes,3.0,2.19,bakery desserts,200.0
Asharfilal,3.5,2.93,desserts,150.0
Apsara Ice Cream,4.0,3.72,ice cream desserts,200.0
Two Friends Cauldron,4.1,3.81,continental italian american,700.0
Slate Cafe,4.1,3.81,cafe sandwich burger,600.0
Mango Greens,3.9,3.52,north indian continental chinese,900.0
Dream a Dozen,4.3,4.11,bakery desserts,300.0
Roll Over,4.1,3.81,desserts ice cream beverages fast food sandwich,500.0
Stoned Monkey,3.9,3.91,desserts ice cream,500.0
TAB - Take A Break,4.1,3.81,cafe continental italian,550.0
Amma's Pastries,3.6,3.41,desserts,400.0
Cakes And Crumbs,3.4,2.78,bakery,350.0
Cafe Hops,3.7,3.22,desserts bakery,300.0
Cream Stone,4.0,3.67,desserts beverages,500.0
Berrylicious,3.8,3.37,ice cream desserts bakery,400.0
Daily Bread,3.2,2.48,bakery fast food italian,600.0
CakeZone,3.7,3.22,bakery desserts,200.0
Papacream,3.7,3.22,desserts ice cream,350.0
Venkateshwara Sweets and Restaurant,3.6,3.07,south indian mithai chinese north indian,400.0
Calvin's,2.9,2.04,desserts italian pizza,800.0
Mr. Meetharam,3.2,2.48,mithai street food,150.0
Mini Forest,3.3,2.63,fast food desserts,500.0
Kulfi & More,3.3,2.93,ice cream desserts juices,150.0
The Cake Ville,3.2,2.48,bakery desserts fast food,300.0
Delhi Sweets,3.1,2.33,street food mithai,100.0
Frozen Bottle,3.6,3.59,beverages desserts ice cream,400.0
Bombay Kulfi,3.7,3.27,desserts ice cream,150.0
Havmor,3.5,3.19,ice cream desserts,200.0
Cocoa 'n' CrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¨me,3.5,2.93,bakery desserts,250.0
eat.fit,4.5,4.41,healthy food north indian biryani continental sandwich desserts,500.0
Warm Oven,3.9,3.47,bakery desserts,500.0
BTM Cakes,3.3,2.63,bakery desserts,400.0
Whisk' N Creme',3.5,2.93,bakery,300.0
Hyderabad Biryaani House,3.6,3.12,biryani north indian chinese,550.0
Seasons,3.8,3.37,north indian south indian chinese seafood kerala arabian juices,1.0
Simply Indian,3.9,3.52,north indian chinese seafood biryani mangalorean,800.0
Dande's Hyderabad Biryani,3.8,3.37,biryani andhra north indian,700.0
Chung Wah,4.0,3.47,chinese thai momos vietnamese,800.0
Tisano Cafe,3.8,3.37,cafe fast food chinese continental,500.0
Pika's Kitchen,3.4,2.78,continental italian,800.0
Nellore Ruchulu,3.7,3.22,north indian south indian chinese,800.0
Shanghai Court,4.2,3.96,chinese thai,700.0
Chicken County Grand,3.9,3.52,north indian chinese,650.0
Punjabi Times,4.1,3.81,north indian,1.0
Elegant Dining,3.6,3.07,biryani north indian chinese,700.0
Cafe Kabana,4.0,3.67,cafe continental,700.0
Dadi's Dum Biryani,4.0,3.72,biryani north indian mughlai,800.0
Veruthe Oru Thattukada,3.8,3.3,kerala south indian,400.0
Butterly,3.9,3.52,cafe bakery beverages,450.0
Kundana,3.7,3.22,andhra biryani,800.0
Black Mug Cafe,3.7,3.22,cafe,300.0
#refuel,3.7,3.22,cafe beverages,400.0
Malabar Mess,3.7,3.22,kerala,250.0
Krishna Vijayashree,3.5,2.93,biryani north indian chinese,700.0
Pallavas Veg Cuisine,3.6,3.07,north indian south indian chinese,600.0
Guru Palace,3.1,2.33,chinese north indian,450.0
Suryawanshi,3.7,3.62,maharashtrian seafood,700.0
Savoury - Sea Shell Restaurant,3.9,3.52,arabian north indian chinese seafood biryani rolls beverages,900.0
Tulips,3.1,2.33,north indian south indian chinese continental,800.0
Vaho Kafe & Pressery,3.9,3.52,cafe healthy food asian italian north indian biryani juices,500.0
Kabab Treat,2.8,1.89,north indian chinese,500.0
Dreamcatcher,3.9,3.52,cafe,600.0
Chef & Dine,3.2,2.48,north indian arabian fast food,650.0
Guru Greens,3.8,3.37,north indian chinese,550.0
A2B - Adyar Ananda Bhavan,2.7,3.07,south indian north indian chinese street food,400.0
Malhar Maharashtrian Cuisine,4.0,3.67,maharashtrian,500.0
Hyderabadi Bawarchi,3.2,2.48,north indian chinese biryani,500.0
Eagle Ridge,3.2,2.48,south indian north indian chinese,700.0
Beijing Bites,2.7,2.23,chinese thai,850.0
Cafe Coffee Day,3.6,2.7,cafe fast food,900.0
Sri Bhagya Grand,3.4,2.78,south indian north indian chinese street food beverages,450.0
Cafe Arabica,3.8,3.37,cafe bakery,700.0
Upahar Banashree,3.4,2.78,south indian north indian,400.0
Starbucks,3.9,3.67,cafe desserts,700.0
Sakshi,3.0,2.19,north indian biryani chinese seafood,550.0
Kabab Magic,3.7,3.44,north indian kebab chinese fast food,400.0
Triveni,3.6,3.07,andhra north indian chinese,600.0
Drunken Monkey,4.4,3.85,beverages fast food,400.0
Marwa Restaurant,3.5,2.93,north indian chinese fast food bbq,600.0
Chow San,3.0,2.19,chinese thai momos,500.0
Thalassery Food Court,3.1,2.33,kerala north indian chinese,500.0
Chicken County Restaurant,3.5,2.93,north indian chinese fast food,400.0
Guru Garden,2.9,2.04,north indian chinese,450.0
Guru Paradise,2.9,2.04,chinese south indian north indian,1.0
Status,3.2,2.48,north indian chinese,600.0
Athithi,2.8,1.89,andhra biryani chinese north indian,650.0
Shee-Sha Cafe,3.6,3.07,cafe north indian chinese continental,800.0
Diletto,3.5,2.93,north indian chinese,800.0
Terrace Lounge,3.6,3.07,north indian chinese seafood,1.6
Utsav Restaurant,3.6,3.31,north indian chinese italian south indian,1.0
Halli Sogasu,3.0,2.19,south indian andhra,600.0
D2V Cafe,3.6,3.07,cafe,700.0
Northern Bites,3.3,2.63,north indian chinese,400.0
Bhaijaan Barbeques,3.4,2.78,mughlai arabian bbq,200.0
Pepper Crown Restaurant,3.2,2.48,continental north indian chinese,700.0
Zhangs Classic,2.6,1.59,italian chinese japanese,600.0
Kanika Biryani Paradise,3.4,2.78,north indian andhra biryani,700.0
Fresh Lemon Soda,3.1,2.33,beverages street food,150.0
Coastal Inn,3.4,2.78,chinese north indian seafood,800.0
Aishwarya Parkland,2.9,2.04,chinese north indian,500.0
Andhra Bhojanam,3.6,3.07,north indian south indian andhra,600.0
Donne Biriyani Mane,3.2,2.48,biryani,300.0
Bella?s Kitchen,2.9,2.04,chinese seafood north indian,600.0
Lalchee's Rasoi,3.6,3.07,north indian chinese,500.0
Aramane Restaurant,2.9,2.04,north indian south indian seafood biryani chinese,800.0
Dream's Kitchen,3.1,2.33,north indian andhra chinese,700.0
Tandoor Hut,2.2,1.0,north indian chinese,750.0
Cafe Talk,3.3,2.63,cafe continental north indian bakery desserts,700.0
Zaika Take Away,2.4,1.3,north indian chinese thai,500.0
Cafe Choco Craze,3.7,3.22,cafe fast food desserts,400.0
A M Biryani Hotel,3.3,2.63,north indian chinese biryani fast food,300.0
Combo Studio,3.1,2.33,north indian biryani chinese,500.0
The Curry Hut Plus,3.4,2.78,north indian south indian chinese,400.0
Chai Point,3.6,2.96,tea beverages fast food,250.0
Velvet Kitchen,3.5,2.93,north indian chinese,600.0
Dine One One Restaurant,3.6,3.07,south indian continental north indian,500.0
Upahara Bhavan,3.8,3.37,south indian north indian chinese,300.0
Wangs Kitchen,3.0,2.19,chinese,1.0
Vasudev Adiga's,2.3,1.89,south indian north indian chinese street food juices,250.0
Fresh Kitchen,3.4,2.78,north indian chinese,600.0
Ambara Gardenia,3.8,3.37,andhra north indian chinese seafood,800.0
Krishna Kuteera,4.0,3.67,south indian north indian chinese,400.0
Madeena Hotel,3.9,3.52,north indian mughlai biryani,400.0
California Burrito,4.0,3.67,mexican fast food,400.0
Biryani Nights,3.6,3.07,south indian north indian chinese,400.0
McDonald's,4.0,3.42,burger fast food,500.0
Kanteen The Eatery,3.9,3.52,north indian,400.0
Punjabi Nawabi,3.8,3.37,north indian,400.0
New Kabab Zone,3.5,3.0,north indian chinese biryani rolls,500.0
Taco Bell,3.7,3.22,mexican american fast food,600.0
Purani Dilli By Anand Sweets,4.1,3.81,north indian continental street food,500.0
SGS Non Veg - Gundu Pulav,3.9,3.43,biryani south indian,300.0
Shetty's Kitchen,3.7,3.22,mangalorean,600.0
Domino's Pizza,3.7,3.18,pizza fast food,800.0
Polar Bear,3.9,3.47,ice cream desserts beverages sandwich,400.0
Cravings,3.7,3.22,north indian chinese rolls,400.0
Manjushree Upahara,3.8,3.37,south indian,150.0
Box Magic,3.6,3.07,north indian south indian seafood rolls,400.0
Burger King,3.8,3.03,burger fast food beverages,600.0
Babu Moshai,3.0,2.19,fast food bengali,500.0
KFC,3.8,3.26,burger fast food,400.0
Ingu Tengu,3.9,3.52,south indian,150.0
World on a Swirl,3.8,3.37,ice cream desserts rolls,300.0
Soup Station,3.6,3.07,continental,250.0
Green Onion,3.3,2.63,chinese,400.0
Malabar Cafe,3.3,2.63,south indian kerala biryani,400.0
Punjabi Corner,3.9,3.52,north indian chinese,250.0
Chaitanya Grand,3.6,3.07,south indian north indian chinese,300.0
Sagar Grand,3.8,3.37,south indian north indian chinese,300.0
Burj Hotel,3.4,2.85,north indian chinese,350.0
Five Star Chicken,3.5,2.94,fast food beverages,250.0
Thejas Bhavan,3.5,2.93,north indian south indian chinese,400.0
Cravy Wings,4.2,3.96,american burger fast food,400.0
Kailash Parbat,3.1,2.7,north indian street food,600.0
Garma Garam,3.2,2.48,north indian chinese biryani rolls,350.0
Oottupura Family Restaurant,3.4,2.78,kerala south indian biryani,400.0
Darjeeling Momos & Fast Food Center,3.8,3.37,fast food momos,250.0
The Park Inn Restaurant,3.0,2.19,north indian chinese,450.0
Five Star Chicken,3.2,2.94,fast food burger,250.0
Pot Biryani,3.1,2.33,north indian chinese biryani seafood,600.0
Subway,3.2,3.03,salad fast food,600.0
Charlee's Chicken,3.2,2.48,rolls chinese fast food,300.0
FRYBIES,3.3,2.63,fast food,350.0
Kuttanad,3.6,3.07,kerala south indian,200.0
Shuddh Desi Khana,4.0,3.67,north indian,400.0
More Pizza,3.5,3.15,italian,500.0
Hunger Bee,3.8,3.37,biryani north indian south indian,500.0
Spar Refresh,3.4,2.78,north indian south indian pizza,300.0
Vishal Foods,3.3,2.63,chinese north indian street food,250.0
Marhaba,3.5,2.93,arabian mediterranean north indian,500.0
Smoor,3.6,3.07,desserts cafe beverages,900.0
Kumbha Bhojanam,3.6,3.07,andhra,300.0
Manjushree Veg,3.5,2.93,south indian chinese,150.0
Kalpavruksha,3.9,3.52,south indian north indian,300.0
Mom's Momos,3.7,2.83,chinese,100.0
Rolls On Wheels,3.4,2.88,fast food rolls momos,300.0
Just Shawarma,3.6,3.43,arabian,300.0
Faasos,3.9,3.65,north indian biryani fast food,500.0
Sai Shiv Sagar,2.8,1.89,south indian north indian,300.0
Tiwari's,3.9,3.42,north indian street food,200.0
Namma Halli Jonne Biryani,3.3,2.63,biryani,300.0
Shree Guru Raghavendra Chats Chintamani Special,3.6,3.07,street food fast food,200.0
Hot Burg,3.5,2.93,fast food juices,200.0
Idly Pidly,3.2,2.48,south indian,250.0
Pizza Hut,2.4,2.42,pizza,750.0
Burrito Boys,3.0,2.19,mexican texmex,400.0
Bangaliana,2.9,2.43,bengali,600.0
Ishta Cafe,3.9,3.52,pizza south indian healthy food,200.0
Brews N Bites,2.7,1.89,chinese fast food cafe street food finger food,650.0
Arabian Mexico,3.4,2.78,fast food arabian,400.0
Mother's Rasoi,3.8,3.37,north indian chinese momos,250.0
Bhavya Military Hotel,3.5,2.93,south indian,300.0
Neals Cafe,3.1,2.33,north indian chinese,550.0
Smoke - The Sizzler House,3.8,3.37,continental chinese thai italian bbq steak,1.1
Shree Krishna Sannidhi,3.4,2.78,north indian chinese,450.0
New Royal Treat,2.8,1.89,north indian chinese,350.0
Pathaan Sir,3.2,2.83,fast food rolls momos,250.0
The Yummy Tummy,3.5,2.93,north indian street food,200.0
Thrupthi Restaurant,3.4,2.78,kerala,150.0
Panchami Garden,3.5,2.93,south indian north indian,400.0
Santrupti Sagar,2.9,2.04,south indian fast food north indian,300.0
Bhojon Tripti,2.9,2.04,bengali north indian,300.0
Darjeeling Momo Adda,3.1,2.33,chinese tibetan north indian momos,200.0
Muddhe Bytes,3.4,2.78,south indian biryani,300.0
Pizza Da Dhaba,3.2,2.26,fast food pizza,400.0
Resto,3.7,3.22,chinese north indian fast food momos,350.0
SLV Kabab Centre,3.2,2.48,biryani fast food,100.0
New Tandoori Point,3.3,2.63,north indian chinese,600.0
Shiv Sagar,2.9,2.66,south indian street food,250.0
Little Shangai,3.3,2.63,chinese north indian fast food,400.0
Nadella's Kitchen,3.2,2.56,north indian biryani,300.0
Uncle's Kitchen,2.8,1.89,north indian chinese fast food,450.0
Wow Vada Pav,3.3,2.63,fast food street food,150.0
Juicy Hut,3.2,2.48,juices fast food,200.0
Mom's Momos,3.3,2.83,chinese,300.0
Slice of Spice,3.1,2.33,north indian chinese,400.0
Bao and Rolls,3.6,3.07,rolls kebab fast food,250.0
Loca Moca - The Indian Grub,3.4,2.78,north indian biryani,600.0
Shanghai Times,3.2,2.48,chinese asian,450.0
Kanchan Dhaba,3.2,2.48,north indian chinese,350.0
Encyclofoodia,3.9,3.52,kerala north indian,350.0
Food Feast Multicusine Restaurant,3.3,2.63,north indian chinese hyderabadi,600.0
Bangalir Rannaghar,2.9,2.04,bengali north indian chinese,250.0
Cane Recipes,3.5,2.93,juices,100.0
Food Memories,3.3,2.63,fast food,200.0
Kanhaiyas,3.6,3.07,south indian,150.0
Hotel Annapoorna,3.2,2.48,south indian chinese north indian seafood,400.0
Hotel Aradhana,3.7,3.22,north indian,300.0
Nammura Donne Biriyani,3.2,2.83,biryani,300.0
Chaat Central,3.3,2.63,street food north indian,300.0
Chaat Chatore,3.1,2.33,fast food,300.0
Cafe Indiana,3.5,2.93,fast food desserts,600.0
Snackiey,3.5,2.93,north indian,250.0
Naga's,2.7,1.74,hyderabadi andhra north indian,500.0
Suchi Ruchi Veg & Non Veg Resturant,3.2,2.48,south indian north indian,400.0
Foodiction,2.9,1.96,north indian fast food chinese burger,500.0
Hotel Lakshmi Paradise,3.3,2.63,north indian mughlai,400.0
Shiv Sagar,3.6,2.66,south indian beverages,400.0
Desi Bites,3.3,2.63,street food,200.0
Shiv Sai,3.2,2.48,north indian,400.0
Ammachide Addukala,3.5,2.93,kerala,300.0
Chefeana,4.0,3.67,north indian,400.0
Ande Ka Funda,3.2,3.07,north indian fast food rolls,250.0
Hind Ka Chulah,3.8,3.37,north indian biryani,600.0
Street Foods by Punjab Grill,3.6,3.07,street food north indian beverages,800.0
Paratha Junction,2.4,1.94,north indian chinese,300.0
Angel Restaurant,2.8,1.89,kerala south indian north indian,450.0
Bhukkad,3.1,2.33,healthy food fast food,250.0
Laa Raiba Restaurant,3.3,2.63,kerala chinese south indian,300.0
Shiv Sai Hotel,3.5,2.93,north indian,400.0
Red Chilli Restaurant,3.2,2.48,north indian chinese,350.0
Chaatimes,3.4,3.39,street food fast food,200.0
Parisar Veg Restaurant,3.6,3.07,chinese north indian south indian,400.0
Hotel Khaaja,3.1,2.33,biryani fast food,250.0
Intalia,3.6,3.07,pizza italian,800.0
Juicy Momos,3.1,2.73,tibetan momos,250.0
Nellore Bhojanam,3.1,2.33,andhra,250.0
Shiv Sagar,3.6,2.66,south indian beverages,400.0
Hakuna Matata,4.5,4.41,north indian asian seafood chinese,1.2
Barbeque Nation,4.7,4.7,north indian european mediterranean bbq kebab,1.6
Sattvam,4.3,4.11,north indian south indian,1.2
Brewsky,4.4,4.26,continental american,1.6
Three Dots & A Dash,4.3,4.11,european continental,1.5
Hunger Camp,4.6,4.56,north indian south indian chinese seafood,1.3
Kesariya,4.2,3.96,rajasthani,1.2
24th Main,4.1,3.81,north indian south indian chinese,800.0
55 Wall Street,3.9,3.52,finger food north indian chinese,1.3
Zaitoon,4.1,3.81,bbq arabian chinese north indian desserts,1.0
Checkpost,4.1,3.81,south indian seafood rolls beverages,400.0
Crumb Together,4.1,3.81,continental finger food north indian chinese,1.2
Mani's Dum Biryani,4.2,3.86,biryani kebab,750.0
The Coastal Crew by Fujian on 24th,4.2,3.96,chinese thai seafood north indian momos,1.1
Two Friends Cauldron,4.1,3.81,continental italian american,700.0
Bottle Breacher,4.1,3.81,italian continental,1.2
Tandoor And Spice,4.0,3.67,north indian chinese biryani hyderabadi,550.0
Watson's,4.0,3.67,finger food chinese continental,1.3
The Chervil,4.2,3.96,north indian continental,1.0
Mango Greens,3.9,3.52,north indian continental chinese,900.0
Casa Piccosa,4.1,3.81,south american continental italian,1.1
Mango Tree- The Beer Garden,4.1,3.81,north indian chinese continental,1.2
Caffe Pascucci,4.0,3.67,continental italian beverages,1.3
Nandhini Paradise,3.8,3.37,north indian,600.0
Oye Amritsar,3.8,3.37,north indian,1.0
Machali Port,3.9,3.52,mangalorean seafood north indian,750.0
Melt - Eden Park,4.0,3.67,north indian chinese thai mughlai seafood,1.0
Vaathsalya Millet Cafe,4.1,3.81,healthy food south indian,500.0
Oogway Express,3.9,3.52,chinese thai momos,600.0
Zhang's - Chinese Restaurant,4.1,3.81,chinese momos,700.0
The Egg Factory,4.0,3.67,continental american,750.0
Coastal Mama,4.1,3.81,konkan mangalorean north indian seafood,700.0
Parkview,4.0,3.67,south indian north indian chinese,300.0
Kakal-Kai Ruchi,3.7,3.22,north indian south indian chinese,500.0
Waah Biryani,3.8,3.37,north indian chinese biryani,350.0
Danapani,3.8,3.37,north indian south indian chinese,400.0
Inchara,3.7,3.22,north indian continental chinese,950.0
Kabab Mehal,3.8,3.27,north indian chinese kebab juices,400.0
Adithya,3.9,3.31,south indian north indian chinese,450.0
Mudpipe Cafe,3.9,3.74,cafe continental north indian,800.0
Pallavi North Indian Veg Restaurant,3.7,3.22,biryani north indian chinese,450.0
Sri Lakshmi Curries & Pickles,2.9,2.04,andhra biryani,400.0
TAB - Take A Break,4.1,3.81,cafe continental italian,550.0
Chatori Gali,2.9,2.04,north indian street food,600.0
Swathi Restaurant,3.8,3.44,mangalorean,400.0
Brundhavana Pure Veg,3.7,3.22,south indian north indian chinese beverages,500.0
Onesta,4.4,4.44,pizza cafe italian,600.0
Royal Chef Naati Oota,4.0,3.67,south indian biryani north indian,500.0
White Horse,3.8,3.37,north indian mangalorean chinese,400.0
Spice Code,3.9,3.59,south indian north indian chinese biryani,1.0
Coconut Grove,3.4,2.78,south indian chettinad kerala seafood,1.1
Cafe Potpourri,3.7,3.22,cafe sandwich north indian beverages desserts,400.0
Flow - Terrace Bar & Grill,3.8,3.37,pizza continental north indian chinese,1.0
De Oxford Cafe,3.7,3.22,cafe beverages fast food,500.0
Funky Punjab,3.9,3.52,north indian chinese,500.0
Vinaya Coffee Moments,3.8,3.27,burger cafe desserts sandwich italian,450.0
Dakshin Food Palace,3.7,3.22,south indian north indian chinese,450.0
Brew Point,3.6,3.07,cafe american burger sandwich fast food,500.0
The Onyx - The HHI Select Bengaluru,3.3,2.63,north indian chinese continental,950.0
Sampoorna,3.6,3.07,chinese north indian,600.0
Spice Up,3.8,3.37,chinese,600.0
Jaganath Restaurant And Hotel,3.2,2.48,north indian,300.0
Kaizen Wellness Kitchen,3.7,3.22,asian continental european,800.0
Venkateshwara Sweets and Restaurant,3.6,3.07,south indian mithai chinese north indian,400.0
Zeeshan,3.1,2.33,north indian mughlai biryani rolls,600.0
The Cravery,2.6,1.59,continental burger beverages cafe italian rolls,500.0
Sambram Biriyani Paradise,3.5,2.93,biryani north indian chinese,600.0
Thayee Touch,3.6,3.07,north indian chinese south indian,450.0
Cuppa,3.4,2.73,cafe fast food,550.0
The Pavillion,2.7,1.74,north indian continental south indian chinese,1.0
Mast Kalandar,2.3,1.22,north indian,450.0
Kakal Kai Ruchi,3.9,3.52,south indian north indian chinese,450.0
New Prashanth Hotel,3.1,2.95,south indian biryani chinese north indian,750.0
Deccan Spice,3.5,2.93,north indian south indian biryani,750.0
Turquoise,2.8,1.89,north indian,1.2
Anju's Cafe,3.4,2.78,cafe north indian,600.0
Andhra Grills,3.0,2.19,andhra north indian biryani,800.0
Eagle Bar & Restaurant,3.2,2.48,north indian chinese,700.0
Sea Horse,3.4,2.78,south indian chinese,400.0
Petoo,3.7,3.39,north indian fast food street food,800.0
Chung Wah Opus,3.0,2.19,chinese thai,650.0
Zyksha,3.4,2.78,fast food,200.0
Skytouch Le Cafe,3.7,3.22,cafe italian desserts,700.0
Sandwichwallas,3.6,3.37,fast food,200.0
Grills & Rolls,2.5,1.44,north indian chinese fast food rolls juices,400.0
Juice Fresco & Pizza,3.4,2.78,beverages pizza,300.0
Atithi Biryani Corner,3.3,2.63,biryani south indian,200.0
Chaitanya Cafe,3.9,3.52,south indian north indian fast food,300.0
Hot Rolls & House Of Kebabs,3.1,2.33,rolls kebab biryani,200.0
Udupi Upachar,3.3,2.63,south indian north indian chinese street food,300.0
Sree Krishna Kafe,3.9,3.52,south indian,200.0
Pizza Stop,3.9,3.22,pizza italian,600.0
Donne Biriyani House,3.3,3.05,biryani andhra,350.0
Bengalooru Tiffany's,3.0,2.19,south indian north indian chinese street food,400.0
Gowdru Mane Oota,3.7,3.22,south indian andhra,400.0
Calvin's,2.9,2.04,desserts italian pizza,800.0
Melting Pot at Woodrose,3.7,3.22,north indian,800.0
